Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765075116,30,,Aggregated,9.800000,0.000000,2100,2300,2400,2500,2800,3000,3900,4500,4900,5100,5100,1164,0,2100.0,2162.3831048063353,221.9809999805875,5052.95258294791,0.0
1765075117,30,,Aggregated,9.500000,0.000000,2100,2300,2400,2500,2800,3000,3900,4500,4900,5100,5100,1175,0,2100.0,2162.9719399246683,221.9809999805875,5052.95258294791,0.0
1765075118,30,,Aggregated,9.500000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1184,0,2100.0,2164.354639460824,221.9809999805875,5052.95258294791,0.0
1765075119,30,,Aggregated,9.800000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1192,0,2100.0,2164.681910792428,221.9809999805875,5052.95258294791,0.0
1765075120,30,,Aggregated,9.700000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1206,0,2100.0,2162.7587966746314,221.9809999805875,5052.95258294791,0.0
1765075121,30,,Aggregated,9.100000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1215,0,2100.0,2162.3567661511474,221.9809999805875,5052.95258294791,0.0
1765075122,30,,Aggregated,9.900000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1220,0,2100.0,2161.4453303620035,221.9809999805875,5052.95258294791,0.0
1765075123,30,,Aggregated,9.800000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1236,0,2100.0,2161.1545961105317,221.9809999805875,5052.95258294791,0.0
1765075124,30,,Aggregated,9.300000,0.000000,2100,2300,2400,2500,2700,2900,3900,4500,4900,5100,5100,1244,0,2100.0,2160.7646029602106,221.9809999805875,5052.95258294791,0.0
1765075125,30,,Aggregated,10.200000,0.000000,2100,2300,2400,2500,2700,2900,3800,4500,4900,5100,5100,1252,0,2100.0,2159.556627895805,221.9809999805875,5052.95258294791,0.0
1765075126,30,,Aggregated,9.600000,0.000000,2100,2300,2400,2500,2700,2900,3800,4500,4900,5100,5100,1267,0,2100.0,2156.6663981859033,221.9809999805875,5052.95258294791,0.0
1765075127,30,,Aggregated,9.500000,0.000000,2100,2300,2400,2500,2700,2900,3800,4500,4900,5100,5100,1274,0,2100.0,2155.152779861479,221.9809999805875,5052.95258294791,0.0
1765075128,30,,Aggregated,9.900000,0.000000,2100,2300,2400,2500,2700,2900,3800,4500,4900,5100,5100,1282,0,2100.0,2153.5027588740068,221.9809999805875,5052.95258294791,0.0
1765075129,30,,Aggregated,9.900000,0.000000,2100,2300,2400,2500,2700,2900,3800,4500,4900,5100,5100,1293,0,2100.0,2150.9924791526855,221.9809999805875,5052.95258294791,0.0
